qseqid	sseqid	evalue	identity	coverage	kingdom	phylum	class	order	family	genus	species
ITS_OTUa_67322	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	1.31E-68	0.974025974	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_68786	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	4.57E-68	0.973856209	0.993506494	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_71024	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	5.52E-67	0.98013245	0.986928105	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_71363	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	4.53E-68	0.974193548	1.013071895	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_71940	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	3.75E-69	0.974193548	1.006493506	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_73721	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	2.55E-71	0.980645161	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_81316	Cladosporium_exasperatum|HM148090|SH422672.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_exasperatum	3.75E-69	0.98013245	0.980519481	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_exasperatum
ITS_OTUa_24019	Cladosporium_flabelliforme|HM148092|SH123761.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_flabelliforme	1.70E-73	0.993506494	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_flabelliforme
ITS_OTUa_13108	Cladosporium_fusiforme|DQ780388|SH127907.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_fusiforme	2.32E-78	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_fusiforme
ITS_OTUa_2484	Cladosporium_fusiforme|DQ780388|SH127907.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_fusiforme	1.68E-54	0.976190476	0.828947368	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_fusiforme
ITS_OTUa_9003	Cladosporium_fusiforme|DQ780388|SH127907.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_fusiforme	1.39E-55	0.976190476	0.823529412	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_fusiforme
ITS_OTUa_1220	Cladosporium_grevilleae|JF770450|SH176536.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_grevilleae	3.34E-57	0.991935484	0.794871795	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_grevilleae
ITS_OTUa_19874	Cladosporium_grevilleae|JF770450|SH176536.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_grevilleae	1.42E-55	0.983739837	0.788461538	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_grevilleae
ITS_OTUa_7376	Cladosporium_grevilleae|JF770450|SH176536.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_grevilleae	2.23E-85	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_grevilleae
GL38437	Cladosporium_halotolerans|DQ780364|SH127902.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_halotolerans	1.29E-142	0.992957746	0.871165644	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_halotolerans
GL44545	Cladosporium_halotolerans|DQ780364|SH127902.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_halotolerans	5.48E-141	0.98943662	0.871165644	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_halotolerans
ITS_OTUa_2089	Cladosporium_halotolerans|DQ780364|SH127902.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_halotolerans	3.34E-76	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_halotolerans
ITS_OTUa_747	Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_ramotenellum	1.39E-74	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_ramotenellum
GL44582	Cladosporium_sphaerospermum|DQ780343|SH127903.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sphaerospermum	5.48E-141	0.98943662	0.871165644	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_sphaerospermum
ITS_OTUa_1215	Cladosporium_sphaerospermum|DQ780343|SH127903.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sphaerospermum	2.32E-78	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_sphaerospermum
ITS_OTUa_14367	Cladosporium_sphaerospermum|DQ780352|SH216258.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sphaerospermum	1.20E-75	0.99375	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_sphaerospermum
GL44903	Cladosporium_velox|DQ780361|SH127905.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_velox	8.65E-145	1	0.870769231	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_velox
GL44949	Cladosporium_velox|DQ780361|SH127905.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_velox	4.48E-142	0.992932862	0.870769231	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_velox
ITS_OTUa_22878	Cladosporium_velox|DQ780361|SH127905.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_velox	8.26E-53	0.975206612	0.703488372	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_velox
ITS_OTUa_2893	Cladosporium_velox|DQ780361|SH127905.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_velox	9.64E-77	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_velox
GL43875	Rachicladosporium_alpinum|KF309936|SH394469.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_alpinum	3.48E-137	0.979020979	0.87195122	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_alpinum
ITS_OTUa_14582	Rachicladosporium_alpinum|KF309936|SH394469.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_alpinum	2.12E-60	0.971223022	0.794285714	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_alpinum
ITS_OTUa_31583	Rachicladosporium_alpinum|KF309936|SH394469.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_alpinum	9.86E-77	0.99375	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_alpinum
GL43634	Rachicladosporium_americanum|GQ303292|SH018825.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_americanum	1.22E-136	0.985714286	0.85106383	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_americanum
GL43906	Rachicladosporium_luculiae|EU040237|SH018822.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_luculiae	2.50E-126	0.970479705	0.826219512	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_luculiae
GL44111	Rachicladosporium_luculiae|EU040237|SH018822.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_luculiae	4.84E-129	0.981273408	0.81402439	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_luculiae
ITS_OTUa_48427	Rachicladosporium_mcmurdoi|KF309938|SH205930.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_mcmurdoi	1.25E-75	0.976047904	1.006024096	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_mcmurdoi
GL45554	Rachicladosporium_monterosium|KF309940|SH115459.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_monterosium	4.48E-142	0.992932862	0.870769231	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_monterosium
ITS_OTUa_7	Rachicladosporium_monterosium|KF309940|SH115459.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_monterosium	3.59E-76	0.975903614	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_monterosium
GL44301	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	1.21E-136	0.989208633	0.850152905	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
GL44420	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	4.66E-96	0.976190476	0.846774194	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_1027	Toxicocladosporium_cacti|KY752807|SH640619.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	5.90E-73	0.993464052	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_16132	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	2.57E-71	0.980769231	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_26188	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	1.08E-69	0.986928105	0.987096774	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_33315	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	2.67E-52	0.976190476	0.782608696	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_43730	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	8.89E-71	0.980645161	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_51877	Toxicocladosporium_cacti|KY752807|SH640619.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	6.13E-54	0.976377953	0.803797468	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_59831	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	3.06E-70	0.980392157	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_66509	Toxicocladosporium_cacti|GQ999183|SH202302.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	3.06E-70	0.980392157	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_68074	Toxicocladosporium_cacti|KY752807|SH640619.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_cacti	3.72E-69	0.973856209	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_cacti
ITS_OTUa_23491	Toxicocladosporium_immaculatum|KY752815|SH630582.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_immaculatum	3.86E-82	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_immaculatum
GL44083	Toxicocladosporium_irritans|KY312522|SH202296.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_irritans	6.72E-140	0.996415771	0.850609756	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_irritans
ITS_OTUa_14315	Toxicocladosporium_irritans|KY312522|SH202296.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_irritans	9.64E-77	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_irritans
ITS_OTUa_40253	Toxicocladosporium_rubrigenum|FJ790285|SH202299.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_rubrigenum	2.89E-77	0.987730061	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_rubrigenum
GL44133	Toxicocladosporium_strelitziae|JX069874|SH202294.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_strelitziae	6.27E-134	0.982014388	0.850152905	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_strelitziae
ITS_OTUa_11438	Ramichloridium_apiculatum|EU041791|SH360444.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_apiculatum	6.69E-79	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Ramichloridium	Ramichloridium_apiculatum
GL41742	Ramichloridium_cucurbitae|JQ622087|SH190781.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_cucurbitae	8.79E-145	0.993055556	0.872727273	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Ramichloridium	Ramichloridium_cucurbitae
ITS_OTUa_25707	Ramichloridium_indicum|EU041799|SH190785.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_indicum	9.64E-77	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Ramichloridium	Ramichloridium_indicum
ITS_OTUa_14434	Uwebraunia_dekkeri|AF173309|SH252716.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri	2.32E-78	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Uwebraunia	Uwebraunia_dekkeri
GL49029	Extremus_antarcticus|KF309978|SH192618.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__Extremus;s__Extremus_antarcticus	9.06E-132	0.974729242	0.868338558	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Extremus	Extremus_antarcticus
GL49257	Extremus_antarcticus|KF309978|SH192618.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__Extremus;s__Extremus_antarcticus	1.75E-134	0.981949458	0.868338558	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Extremus	Extremus_antarcticus
GL49619	Extremus_antarcticus|KF309978|SH192618.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__Extremus;s__Extremus_antarcticus	1.34E-129	0.971119134	0.871069182	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Extremus	Extremus_antarcticus
ITS_OTUa_2421	Cercospora_agavicola|AY647237|SH406546.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_agavicola	2.86E-70	1	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora_agavicola
GL47704	Cercospora_coniogrammes|JX143583|SH278817.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_coniogrammes	2.46E-126	0.970695971	0.847826087	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora_coniogrammes
GL48625	Cercospora_delaireae|JX143587|SH406102.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_delaireae	5.73E-147	0.993150685	0.9125	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora_delaireae
ITS_OTUa_59113	Cercospora_pileicola|JX143634|SH406169.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_pileicola	7.69E-65	0.972413793	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora_pileicola
ITS_OTUa_14647	Dothistroma_septosporum|EU330227|SH278795.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Dothistroma;s__Dothistroma_septosporum	1.22E-68	0.993103448	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Dothistroma	Dothistroma_septosporum
GL40529	Mycocentrospora_acerina|KU341502|SH202165.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycocentrospora;s__Mycocentrospora_acerina	2.39E-139	0.985964912	0.853293413	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycocentrospora	Mycocentrospora_acerina
ITS_OTUa_30250	Mycosphaerella_ellipsoidea|AY725545|SH406109.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_ellipsoidea	1.22E-68	0.993103448	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_ellipsoidea
GL34339	Mycosphaerella_eumusae|GU168033|SH464413.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_eumusae	8.40E-139	0.979094077	0.854166667	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_eumusae
GL45730	Mycosphaerella_polygoni-cuspidati|AB434909|SH206814.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_polygoni-cuspidati	3.92E-130	0.978181818	0.848765432	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_polygoni-cuspidati
GL43784	Mycosphaerella_pseudocryptica|KF901534|SH188206.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_pseudocryptica	3.97E-149	0.993243243	0.902439024	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_pseudocryptica
GL48909	Mycosphaerella_punctiformis|AY490763|SH278798.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_punctiformis	1.26E-142	0.989547038	0.89968652	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_punctiformis
GL49129	Mycosphaerella_punctiformis|AY490763|SH278798.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_punctiformis	7.02E-100	0.972093023	0.907172996	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_punctiformis
