"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"chlamydospores are formed; the central part of the colony composed of a tightly interwoven mass of dead and distorted hyphae with occasional chlamydospores; the aerial hyphae of old cultures tend to break up into hyphal fragments and individual cells. Microconidia abundant, formed in powdery to downy colonies, pyriform to clavate, 2-10 x 1,5-3 µm,","Trichophyton soudanense_27890_15394","chlamydospores","2-10 x 1,5-3",6,2.25,NA
"Chlamydospores formed from cells of macroconidia, subglobose, 6-11-6-8 µm;","Gibberella buxi_150697_45250","Chlamydospores","6-11-6-8",8.5,NA,NA
"chlamydospores numerous in older cultures, terminal or intercalary, with walls slightly thickened, 6.0-13.5 x 4.5-9.0 µm.","Pycnoporus cinnabarinus_23274_716","chlamydospores","6.0-13.5 x 4.5-9.0",9.75,6.75,NA
"chlamydospores rare to fairly numerous, usually intercalary, rarely terminal, thin-walled, the contents staining in phloxine, 7.2-13.5 x 5.2-9.8 µm","Pycnoporus cinnabarinus_23274_793","chlamydospores","7.2-13.5 x 5.2-9.8",10.35,7.5,NA
"chlamydospores 10.0 to 12.5 µm","Aspergillus clavatonanica_465205_12072","chlamydospores","12.5",12.5,NA,NA
"Chlamydospores 3-4.5 x 3.5-5 µm","Geastrum fimbriatum_121583_36610","Chlamydospores","3-4.5 x 3.5-5",3.75,4.25,NA
"Chlamydospores present in older cultures, in chains or clusters, globose to subglobose, around 12 µm","Monosporium reticulatum_175699_16121","Chlamydospores","12",12,NA,NA
"chlamydospores numerous in some isolates, rare or apparently lacking in others, concolorous with the hyphae in which they are formed, thick-walled, terminal or intercalary, globose to ovoid, 10.5-16.5 µm","Phaeolus schweinitzii_72849_745","chlamydospores","10.5-16.5",13.5,NA,NA
"chlamydospores rare to fairly common, thick-walled, terminal or intercalary ovoid, subglobose to globose, 8.5-16.5 x 6.7-15.9 µm.","Phaeolus schweinitzii_72849_7320","chlamydospores","8.5-16.5 x 6.7-15.9",12.5,11.3,NA
"chlamydospores numerous in most isolates, intercalary and terminal, thin-walled, the contents staining in phloxine, often granular, 6.3-11.9 x 4.9-8.4 µm","Pycnoporus sanguineus_23288_797","chlamydospores","6.3-11.9 x 4.9-8.4",9.1,6.65,NA
"chlamydospores fairly common, slightly thick-walled, terminal as well as intercalary, 5.1-13.5 x 4.9-9.8 µm.","Pycnoporus sanguineus_23288_7319","chlamydospores","5.1-13.5 x 4.9-9.8",9.3,7.35,NA
"chlamydospores numerous, intercalary or terminal, the latter occurring singly or in spray like clusters, when immature thin-walled, hyaline, with contents staining in phloxine, then thicker-walled with buffy-brown contents, 7.5-16.5 x 4.5-9.0 µm.","Polystictus balsameus_79510_711","chlamydospores","7.5-16.5 x 4.5-9.0",12,6.75,NA
"chlamydospores usually numerous, terminal and intercalary, globose and subglobose, 7.5-10.5 µm","Poria cinerescens_80122_757","chlamydospores","7.5-10.5",9,NA,NA
"chlamydospores fairly numerous in some isolates, usually found lying free in preparations for microscopie examination, thin-walled, 4.5-7.5 x 2.2-4.5 µm.","Coriolus versicolor_29729_752","chlamydospores","4.5-7.5 x 2.2-4.5",6,3.35,NA
"chlamydospores fairly numerous in some isoïates, rare or apparently lacking in others, terminal and intercalary, witli walls slightly thickened, 6.0-15.0 x 4.5-7.5 µm.","Schizophyllum alneum_82304_771","chlamydospores","6.0-15.0 x 4.5-7.5",10.5,6,NA
"Chlamydospores cylindrical to doliform, 8-16 x 4-8(-12) µm,","Schizophyllum alneum_82304_1795","Chlamydospores","8-16 x 4-8(-12)",12,8,NA
"Chlamydospores reported to develop in mature cultures, 7-14 x 6-13 µm,","Fusarium beomiforme_47013_18611","Chlamydospores","7-14 x 6-13",10.5,9.5,NA
"Chlamydospores globose to limoniform, 8-12(-29) x 8-15 µm,","Odontia fuscoatra_17822_1725","Chlamydospores","8-12(-29) x 8-15",12,11.5,NA
"chlamydospores rare, intercalary and terminal, thin-walled, 10.5-19.5 x 7.5-12.0 µm.","Polyporus palustris_22465_739","chlamydospores","10.5-19.5 x 7.5-12.0",15,9.75,NA
"chlamydospores as in aerial mycelium, fairly numerous; (c) broad hyphae with walls slightly thickened, nodose-septate but with clamp connections frequently distorted, contents staining deeply in phloxine, 7.5-9.0(-15.0) µm","Polyporus palustris_22465_739","chlamydospores","7.5-9.0(-15.0)",9,NA,NA
"chlamydospores both intercalary and terminal, abundant, the first originating from generatives, the latter from the ends of stained generatives; thick-walled, golden, with dense contents, ellipsoid, spheri ical or ovoid, dextrinoid, 9-22 x 7-18 µm","Ganoderma resinaceum_11246_3779","chlamydospores","9-22 x 7-18",15.5,12.5,NA
"Chlamydospores globose to limoniform, 7-10 x 6-7 µm,","Stereum sulcatum_14080_1712","Chlamydospores","7-10 x 6-7",8.5,6.5,NA
"Chlamydospores formed in submerged and aerial hyphae in 2-4 weeks, sparse in some strains, single or more commonly in chains or clusters, cells 8-20 µm","Fusarium nygamai_47011_18645","Chlamydospores","8-20",14,NA,NA
"Chlamydospores present, dark yellow, thick-walled (2-5 µm),","Phytophthora undulata_42767_7842","Chlamydospores","(2-5",3.5,NA,NA
"chlamydospores on mycelia in old cultures, intercalary, oval, broadly oval, elongate or irregularly shaped, 17-4-34.2 x 12-8-14-6 µm,","Blakeslea sinensis_44356_240","chlamydospores","17-4-34.2 x 12-8-14-6",4,11,NA
"chlamydospores numerous, usually terminal but occasionally intercalary, contents hyaline to golden brown, walls at first thin, finally fairly thick, globose to subglobose, 9.0-12.0 x 9.0-10.5 µm.","Veluticeps abietina_54313_772","chlamydospores","9.0-12.0 x 9.0-10.5",10.5,9.75,NA
"Chlamydospores (Fig. 18a) obovate to obpyriform, 14-18 x 8-12 µm,","Veluticeps abietina_54313_1606","Chlamydospores","14-18 x 8-12",16,10,NA
"chlamydospores 10-14 x 7-10 µm,","Phellinus scaber_87748_3909","chlamydospores","10-14 x 7-10",12,8.5,NA
"Chlamydospores (Figs. II-L; 2K-M) produced under water, single and apical or lateral, or in groups, the first formed terminating the supporting hypha which finally becomes empty, subsequent chlamydospores growing sequentially from the clamp present at the base of each chlamydospore (Fig. 1J, K); shape variable, typically broadly fusiform or elliptical, 11-26 x 7-10 µm,","Camptobasidium hydrophilum_136646_45287","Chlamydospores","11-26 x 7-10",18.5,8.5,NA
"chlamydospores growing sequentially from the clamp present at the base of each chlamydospore (Fig. 1J, K); shape variable, typically broadly fusiform or elliptical, 11-26 x 7-10 µm,","Camptobasidium hydrophilum_136646_45287","chlamydospores","11-26 x 7-10",18.5,8.5,NA
"Chlamydospores  globose to oblong, 9-16 x 4.5-13 µm,","Veluticeps fimbriata_76631_25248","Chlamydospores","9-16 x 4.5-13",12.5,8.75,NA
"chlamydospores rare, intercalary and terminal, thin-walled, 10.5-19.5 x 7.5-12.0 µm.","Pilatoporus palustris_89928_739","chlamydospores","10.5-19.5 x 7.5-12.0",15,9.75,NA
"chlamydospores as in aerial mycelium, fairly numerous; (c) broad hyphae with walls slightly thickened, nodose-septate but with clamp connections frequently distorted, contents staining deeply in phloxine, 7.5-9.0(-15.0) µm","Pilatoporus palustris_89928_739","chlamydospores","7.5-9.0(-15.0)",9,NA,NA
"Chlamydospores globose, 8-10 µm","Amethicium chrysocreas_80449_1767","Chlamydospores","8-10",9,NA,NA
"chlamydospores abundant to rare, terminal on short side branches with clamp connection immediately below or at base of branch, or intercalary, globose to subglobose, with thick hyaline wall, 6-10 µm","Amethicium chrysocreas_80449_43176","chlamydospores","6-10",8,NA,NA
"Chlamydospores (only in GB 355) citriform, thick-walled, 5-8 x 7-11 µm,","Efibula deflectens_76506_38946","Chlamydospores","5-8 x 7-11",6.5,9,NA
"Chlamydospores en files, réunies par leur hyphe suspenseur à un réseau central de filaments; généralement lisses, brunes rouges à brunes foncées, quelquefois rondes mais le plus souvent ovoïdes ou allongées (47-74 x 61-87 µm)","Glomus rubiforme_181409_13668","Chlamydospores","(47-74 x 61-87",60.5,74,NA
"chlamydospores numerous, the latter formed either on the mycelium or in thesporangiophores and even in the columellae, hyaline or yellow, with a smooth membrane of various shapes, 20-30 µm","Mucor oudemansii_167463_13941","chlamydospores","20-30",25,NA,NA
"Chlamydospores numerous in aerial mycelium, sporangiophores and sometimes in the columellae and suspensors, doliiform, sub-globose or globose, often wider than hyphae and up to 30 µm","Mucor oudemansii_167463_14828","Chlamydospores","30",30,NA,NA
"Chlamydospores not seen; giant cells abundant, 40-60 µm","Mycocladus corymbifer_162923_13935","Chlamydospores","40-60",50,NA,NA
"Chlamydospores not seen; giant cells very common with irregularly ramified finger-1ike branches, c. 30-38 µm","Mycocladus ramosus_193849_13936","Chlamydospores",". 30-38",34,NA,NA
"chlamydospores numerous in sporangiophores, cylindrical to globose at first, globose with a central oil globule in mature sporangiophores, usually single; zygospores [CBS 115.08 (+) x CBS 238.35 (-) on cherry agar at 10°C] in the lower portion of the colony, on hyphae bearing both zygospores and sporangia, globose or nearly so, up to 90 µm","Mucor dimorphosporus f. sphaerosporus_151435_14989","chlamydospores","90",90,NA,NA
"Chlamydospores produced by substrate hyphae, hyaline, with smooth wall, guttulate, of two types according to size: macrochlamydospores globose to subglobose, (20-)30-50(-70) µm","Umbelopsis swartii_30745_200","Chlamydospores","(20-)30-50(-70)",40,NA,NA
"macrochlamydospores globose to subglobose, (20-)30-50(-70) µm","Umbelopsis swartii_30745_200","macrochlamydospores","(20-)30-50(-70)",40,NA,NA
"microchlamydospores globose, (5-)7-8(-10) µm","Umbelopsis swartii_30745_200","microchlamydospores","(5-)7-8(-10)",7.5,NA,NA
"Chlamydospores produced by substrate hyphae, with smooth wall, hyaline, guttulate, of three kinds according to size: macrochlamydospores produced by primary hyphae, globose to subglobose (18-)25-30(-40) µm","Umbelopsis westeae_30748_202","Chlamydospores","(18-)25-30(-40)",27.5,NA,NA
"macrochlamydospores produced by primary hyphae, globose to subglobose (18-)25-30(-40) µm","Umbelopsis westeae_30748_202","macrochlamydospores","(18-)25-30(-40)",27.5,NA,NA
"mesochlamydospores produced by first-order lateral hyphae, oval to elliptical, (9-)14-15(-18) x (9-)10-13(-15) µm,","Umbelopsis westeae_30748_202","mesochlamydospores","(9-)14-15(-18) x (9-)10-13(-15)",14.5,11.5,NA
"microchlamydospores produced terminally on short hyphae of ca 1 µm","Umbelopsis westeae_30748_202","microchlamydospores","1",1,NA,NA
"chlamydospores thin-or thick-walled, elliptical or globose, easily stained by phloxine, 3-7.5 µm","Hyphodontia crassa_71478_12810","chlamydospores","3-7.5",5.25,NA,NA
"chlamydospores numerous in some isolates, apparently lacking in others, with walls slightly thickened, ovoid, 16.0-24.0 x 9.0-16.5 µm.","Fomitopsis resinosa_73435_743","chlamydospores","16.0-24.0 x 9.0-16.5",20,12.75,NA
"Chlamydospores (Fig. 48a) limoniform to globose, occasionally doliform to cylindrical, (7.5-)12-15(-22) x (6-)9-12(-18) µm,","Gloeohypochnicium analogum_63555_1698","Chlamydospores","(7.5-)12-15(-22) x (6-)9-12(-18)",13.5,10.5,NA
"chlamydospores formed in old cultures, terminal as well as intercalary, 5.5-11.6 x 2.5-6.7 µm.","Flavodon cervinogilvum_87772_7297","chlamydospores","5.5-11.6 x 2.5-6.7",8.55,4.6,NA
"chlamydospores sont présentes, x 6-8-(14) µm.","Hymenochaete borbonica_30950_43242","chlamydospores"," 6-8-(14)",8,NA,NA
"chlamydospores (l7,0 x 25,0 µm","Perenniporia stipitata_53697_4624","chlamydospores","7,0 x 25,0",7,25,NA
"chlamydospores fairly numerous, with walls slightly thickened, terminal and intercalary, 12.0-19.5 x 7.5-13.5 µm.","Cladoporus sulphureus_65262_434","chlamydospores","12.0-19.5 x 7.5-13.5",15.75,10.5,NA
"chlamydospores numerous with walls slightly thickened, terminal and intercalary, 5.1-11.0 x 4.9-7.3 µm.","Cladoporus sulphureus_65262_7325","chlamydospores","5.1-11.0 x 4.9-7.3",8.05,6.1,NA
"Chlamydospores abundant, globose or broadly ellipsoidal, arising from immersed hyphae, terminal or intercalary, generally smooth, rarely roughened (alveolate), 6-13 x 6-12 µm;","Trichoderma ghanense_49865_47520","Chlamydospores",")6-13 x 6-12",9.5,9,NA
"chlamydospores 0.5-1.l µm","Trichoderma ghanense_49865_47520","chlamydospores","",NA,NA,NA
"Chlamydospores (only in GB 355) citriform, thick-walled, 5-8 x 7-11 µm,","Phanerochaete deflectens_63976_38946","Chlamydospores","5-8 x 7-11",6.5,9,NA
"chlamydospores are found among submerged and aerial mycelium. These are composed of (sub)globose, hyaline to pale yellowish, smooth and thick-walled cells 11-30 µm","Cladobotryum cubitense_41282_23945","chlamydospores","11-30",20.5,NA,NA
"Chlamydospores abundant in old cultures, in and on agar, cells subglobose to globose, 10-30 µm","Cladobotryum cubitense_41282_49020","Chlamydospores","10-30",20,NA,NA
"chlamydospores subsphériques de 3-6 µm","Amylosporomyces subasperisporus_65173_19736","chlamydospores","3-6",4.5,NA,NA
"chlamydospores rarely formed, globose, thinto slightly thick-walled, 7.0-10.0 µm","Fomitopsis rufolaccata_171705_7396","chlamydospores","7.0-10.0",8.5,NA,NA
"chlamydospores with a diameter of 7-11 x 6.5-8.5 µm","Phialastrum barbatum_183402_36589","chlamydospores","7-11 x 6.5-8.5",9,7.5,NA
"Chlamydospores subglobose, pyriform, ellipsoid, sometimes truncate, intercalary or terminal, 8-15 x 4-6 µm,","Postia pelliculosa_64794_4411","Chlamydospores","8-15 x 4-6",11.5,5,NA
"chlamydospores but usually no sporangiophores. Odour indistinct or slightly garlic-1ike. On cherry decoction agar after 4 weeks incubation first at room temperature, later at 10°C a few scattered sporangiophores appeared near the colony margin. Sporangiophores mostly unbranched, rarely basitonously branched, 200-270 µm","Mortierella macrocystopsis_34360_18814","chlamydospores","200-270",235,NA,NA
"Chlamydospores indistinguishable from those of M. macrocystis: mostly intercalary, globose, from less than 20 µm","Mortierella macrocystopsis_34360_18814","Chlamydospores","20",20,NA,NA
"chlamydospores but few or no sporangiophores are normally produced. Odour garlic-1ike, characteristic of the genus. On soil extract or potato-carrot agars incubated at 12-15°C sporangiophores are abundant after about 2 weeks: Sporangiophores usually 300-400(-1000) um long, with abundant basitonous branching, from 10-13 um gradually tapering to 2-4 µm.","Mortierella pseudozygospora_35515_18816","chlamydospores","2-4",3,NA,NA
"Chlamydospores formed within nests of short hyphal branches, sometimes up to five or more in a cluster, the single chlamydospores reaching 50-70 µm","Mortierella pseudozygospora_35515_18816","Chlamydospores","50-70",60,NA,NA
"chlamydospores reaching 50-70 µm","Mortierella pseudozygospora_35515_18816","chlamydospores","50-70",60,NA,NA
"chlamydospores (7-10 x 5-8 µm)","Gymnoascus arxii_117170_18797","chlamydospores","(7-10 x 5-8",8.5,6.5,NA
"chlamydospores with a diameter of about 4-4.5 µm","Geastrum minimum_121580_36618","chlamydospores","4-4.5",4.25,NA,NA
"chlamydospores scattered at 14 days, numerous within 3-4 weeks, developing as vesicular intercalary cells or more often as apical enlargements of hyphal branches, 8-20 µm","Hydnum crustosum_13284_40545","chlamydospores","8-20",14,NA,NA
"Chlamydospores produced submerged in the agar, single, ellipsoidal to pyriform, one-celled, smooth-walled, hyaline, 6-7.5 x 4.0­5.0 µm.","Spicaria penicillata_115285_8129","Chlamydospores","6-7.5 x 4.0­5.0",6.75,NA,NA
"Chlamydospores found only in F1554, rare, terminal and intercalary, thin-walled, 9.0-13.5 x 6.0-9.0 µm).","Polyporus brumalis_22400_715","Chlamydospores","9.0-13.5 x 6.0-9.0",11.25,7.5,NA
"chlamydospores rare, intercalary or terminal, slightly thick-walled, 3.6-18.3 x 2.5-9.8 µm.","Polyporus brumalis_22400_7295","chlamydospores","3.6-18.3 x 2.5-9.8",10.95,6.15,NA
"(c)chlamydospores numerous, hyaline, thick-walled, smooth, terminal and intercalary, amyloid, cyanophilous, 7.5-12.0 x 3.5-8.0 µm","Polyporus rubidus_74319_4489","(c)chlamydospores","7.5-12.0 x 3.5-8.0",9.75,5.75,NA
"chlamydospores numerous, terminal as well as intercalary, 7.3-13.5 x 3.6-8.5 µm.","Polyporus rubidus_74319_7318","chlamydospores","7.3-13.5 x 3.6-8.5",10.4,6.05,NA
"chlamydospores round, terminal, slightly thick-walled, 7.70-10.12 µm","Phellinus robustus_20500_7394","chlamydospores","7.70-10.12",8.91,NA,NA
"chlamydospores associated with tramal hyphae, intercalary, 7 x 5 µm,","Fomitiporia flavomarginata_10438_40946","chlamydospores","7 x 5",7,5,NA
"chlamydospores or oidia but showing swollen thin-walled regions in feeder-hyphae close to the main filaments-these regions are intercalary, oval to obovate, up to 250 x 150 µm","Mucor phycomyces_119806_255","chlamydospores","250 x 150",250,150,NA
"Chlamydospores usually intercalary in chains or clumps, smooth-walled, yellowish brown, 9.5-16 µm","Fusarium sporotrichioides_46575_13532","Chlamydospores","9.5-16",12.75,NA,NA
"Chlamydospores readily induced by partial desiccation of cultures, spherical to pyriform, 35-70 µm","Saprolegnia diclina_24674_14930","Chlamydospores","35-70",52.5,NA,NA
"chlamydospores numerous, ovoid to ellipsoid or elongate, intercalary or terminal, with thin walls and contents staining deeply in phloxine, 10.5-18.0(-28.0) x 6.0-10.5 µm.","Agaricus trabeus_72879_700","chlamydospores","10.5-18.0(-28.0) x 6.0-10.5",18,8.25,NA
