"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Cercospora acetosellae var. maculosa","leaf spot","leaf_spots","leaf_spots"
"Cercospora achilleae","leaf spot","leaf_spots","leaf_spots"
"Cercospora achyranthina","leaf spot","leaf_spots","leaf_spots"
"Cercospora achyranthis","leaf spot","leaf_spots","leaf_spots"
"Cercospora aciculina","leaf spot","leaf_spots","leaf_spots"
"Cercospora aciotidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora acnidae","leaf spot","leaf_spots","leaf_spots"
"Cercospora aconiti","leaf spot","leaf_spots","leaf_spots"
"Cercospora acrocomiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora adenocalymmae","leaf spot","leaf_spots","leaf_spots"
"Cercospora adinae","leaf spot","leaf_spots","leaf_spots"
"Cercospora adusta","leaf spot","leaf_spots","leaf_spots"
"Cercospora aesculina","leaf spot","leaf_spots","leaf_spots"
"Cercospora ageratoides","leaf spot","leaf_spots","leaf_spots"
"Cercospora agrostidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora ajrekarii","leaf spot","leaf_spots","leaf_spots"
"Cercospora albicans","leaf spot","leaf_spots","leaf_spots"
"Cercospora albida","leaf spot","leaf_spots","leaf_spots"
"Cercospora aleuritidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora aleuritis","leaf spot","leaf_spots","leaf_spots"
"Cercospora alismatis","leaf spot","leaf_spots","leaf_spots"
"Cercospora allophyli","leaf spot","leaf_spots","leaf_spots"
"Cercospora alni","leaf spot","leaf_spots","leaf_spots"
"Cercospora alocasiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora alpiniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora alpinigena","leaf spot","leaf_spots","leaf_spots"
"Cercospora alternantherae","leaf spot","leaf_spots","leaf_spots"
"Cercospora alternantherae-nodiflorae","leaf spot","leaf_spots","leaf_spots"
"Cercospora althaeicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora althaeina","leaf spot","leaf_spots","leaf_spots"
"Cercospora althaeina var. praecincta","leaf spot","leaf_spots","leaf_spots"
"Cercospora amaranthicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora amaryllidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora ambrosiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ammanniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora amorphophalli","leaf spot","leaf_spots","leaf_spots"
"Cercospora ampelopsidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora ampelopsis","leaf spot","leaf_spots","leaf_spots"
"Cercospora amurensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora anacardii","leaf spot","leaf_spots","leaf_spots"
"Cercospora anemopsidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora angelicae","leaf spot","leaf_spots","leaf_spots"
"Cercospora angreci","leaf spot","leaf_spots","leaf_spots"
"Cercospora angulata","leaf spot","leaf_spots","leaf_spots"
"Cercospora angustata","leaf spot","leaf_spots","leaf_spots"
"Cercospora anisomelicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora annonaceae","leaf spot","leaf_spots","leaf_spots"
"Cercospora annonae","leaf spot","leaf_spots","leaf_spots"
"Cercospora annulata","leaf spot","leaf_spots","leaf_spots"
"Cercospora anomala","leaf spot","leaf_spots","leaf_spots"
"Cercospora anonaceae","leaf spot","leaf_spots","leaf_spots"
"Cercospora anonae","leaf spot","leaf_spots","leaf_spots"
"Cercospora antipus","leaf spot","leaf_spots","leaf_spots"
"Cercospora antirrhini","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. angelicae","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. carotae","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. insulana","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. molucellae","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. pastinacae","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. rhynchosiarum","leaf spot","leaf_spots","leaf_spots"
"Cercospora apii var. selini-gmelini","leaf spot","leaf_spots","leaf_spots"
"Cercospora apiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora apocyni","leaf spot","leaf_spots","leaf_spots"
"Cercospora aquilegiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora araliae","leaf spot","leaf_spots","leaf_spots"
"Cercospora arboriae","leaf spot","leaf_spots","leaf_spots"
"Cercospora arctii-ambrosiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ardisiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora arecacearum","leaf spot","leaf_spots","leaf_spots"
"Cercospora argyrolobii","leaf spot","leaf_spots","leaf_spots"
"Cercospora argyrothamniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora argythamniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ariae","leaf spot","leaf_spots","leaf_spots"
"Cercospora aricola","leaf spot","leaf_spots","leaf_spots"
"Cercospora arisaemae","leaf spot","leaf_spots","leaf_spots"
"Cercospora arisaematis","leaf spot","leaf_spots","leaf_spots"
"Cercospora armoraciae","leaf spot","leaf_spots","leaf_spots"
"Cercospora arrectaria","leaf spot","leaf_spots","leaf_spots"
"Cercospora artocarpi","leaf spot","leaf_spots","leaf_spots"
"Cercospora asclepiadis","leaf spot","leaf_spots","leaf_spots"
"Cercospora asclepiadorae","leaf spot","leaf_spots","leaf_spots"
"Cercospora asiminae","leaf spot","leaf_spots","leaf_spots"
"Cercospora asplenii","leaf spot","leaf_spots","leaf_spots"
"Cercospora asterata","leaf spot","leaf_spots","leaf_spots"
"Cercospora astragali","leaf spot","leaf_spots","leaf_spots"
"Cercospora athyrii","leaf spot","leaf_spots","leaf_spots"
"Cercospora atrofiliformis","leaf spot","leaf_spots","leaf_spots"
"Cercospora atrogrisea","leaf spot","leaf_spots","leaf_spots"
"Cercospora atromarginalis","leaf spot","leaf_spots","leaf_spots"
"Cercospora atropae","leaf spot","leaf_spots","leaf_spots"
"Cercospora averrhoae","leaf spot","leaf_spots","leaf_spots"
"Cercospora avicennae","leaf spot","leaf_spots","leaf_spots"
"Cercospora avicularis","leaf spot","leaf_spots","leaf_spots"
"Cercospora baccharidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora bakeri","leaf spot","leaf_spots","leaf_spots"
"Cercospora balansae","leaf spot","leaf_spots","leaf_spots"
"Cercospora barbareae","leaf spot","leaf_spots","leaf_spots"
"Cercospora barleriicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora barringtoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bataticola","leaf spot","leaf_spots","leaf_spots"
"Cercospora bauhiniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora begoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bellynckii","leaf spot","leaf_spots","leaf_spots"
"Cercospora beticola","leaf spot","leaf_spots","leaf_spots"
"Cercospora bicolor","leaf spot","leaf_spots","leaf_spots"
"Cercospora bidentis","leaf spot","leaf_spots","leaf_spots"
"Cercospora bidentis-pilosae","leaf spot","leaf_spots","leaf_spots"
"Cercospora biformis","leaf spot","leaf_spots","leaf_spots"
"Cercospora bischofiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bixae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bizzozeriana","leaf spot","leaf_spots","leaf_spots"
"Cercospora blephiliae","leaf spot","leaf_spots","leaf_spots"
"Cercospora blumeae-balsamiferae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bocconiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora boehmeriae","leaf spot","leaf_spots","leaf_spots"
"Cercospora boldoae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bolleana","leaf spot","leaf_spots","leaf_spots"
"Cercospora boringuensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora borreriae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bothriochloae","leaf spot","leaf_spots","leaf_spots"
"Cercospora boutelouae","leaf spot","leaf_spots","leaf_spots"
"Cercospora brachiata","leaf spot","leaf_spots","leaf_spots"
"Cercospora brachyclada","leaf spot","leaf_spots","leaf_spots"
"Cercospora brachypoda","leaf spot","leaf_spots","leaf_spots"
"Cercospora bradburyae","leaf spot","leaf_spots","leaf_spots"
"Cercospora brassicae","leaf spot","leaf_spots","leaf_spots"
"Cercospora brassicicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora broussonetiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora brunkii","leaf spot","leaf_spots","leaf_spots"
"Cercospora bunchosiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora bupleuri","leaf spot","leaf_spots","leaf_spots"
"Cercospora byrsonimatis","leaf spot","leaf_spots","leaf_spots"
"Cercospora caffra","leaf spot","leaf_spots","leaf_spots"
"Cercospora cajani","leaf spot","leaf_spots","leaf_spots"
"Cercospora caladii","leaf spot","leaf_spots","leaf_spots"
"Cercospora caladii var. colocasiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora caladiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora calatheae","leaf spot","leaf_spots","leaf_spots"
"Cercospora calendulae","leaf spot","leaf_spots","leaf_spots"
"Cercospora californiensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora callae","leaf spot","leaf_spots","leaf_spots"
"Cercospora callicarpae","leaf spot","leaf_spots","leaf_spots"
"Cercospora callicarpicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora calotropidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora calystegiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora campi-silii","leaf spot","leaf_spots","leaf_spots"
"Cercospora camptosori","leaf spot","leaf_spots","leaf_spots"
"Cercospora camptothecae","leaf spot","leaf_spots","leaf_spots"
"Cercospora canavaliae","leaf spot","leaf_spots","leaf_spots"
"Cercospora canavaliicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora cannabina","leaf spot","leaf_spots","leaf_spots"
"Cercospora cantuariensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora capitati","leaf spot","leaf_spots","leaf_spots"
"Cercospora capparicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora capparidicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora capparidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora capparis","leaf spot","leaf_spots","leaf_spots"
"Cercospora capsici","leaf spot","leaf_spots","leaf_spots"
"Cercospora caracallae","leaf spot","leaf_spots","leaf_spots"
"Cercospora caracasensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora carbonacea","leaf spot","leaf_spots","leaf_spots"
"Cercospora cardaminae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cardamines","leaf spot","leaf_spots","leaf_spots"
"Cercospora careyae","leaf spot","leaf_spots","leaf_spots"
"Cercospora caricae","leaf spot","leaf_spots","leaf_spots"
"Cercospora caricis","leaf spot","leaf_spots","leaf_spots"
"Cercospora carotae","leaf spot","leaf_spots","leaf_spots"
"Cercospora carthami","leaf spot","leaf_spots","leaf_spots"
"Cercospora carveriana","leaf spot","leaf_spots","leaf_spots"
"Cercospora caryae","leaf spot","leaf_spots","leaf_spots"
"Cercospora caseariae","leaf spot","leaf_spots","leaf_spots"
"Cercospora castillae","leaf spot","leaf_spots","leaf_spots"
"Cercospora castillosae","leaf spot","leaf_spots","leaf_spots"
"Cercospora catalpae","leaf spot","leaf_spots","leaf_spots"
"Cercospora catappae","leaf spot","leaf_spots","leaf_spots"
"Cercospora catenospora","leaf spot","leaf_spots","leaf_spots"
"Cercospora caulophylli","leaf spot","leaf_spots","leaf_spots"
"Cercospora ceanothi","leaf spot","leaf_spots","leaf_spots"
"Cercospora cearae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ceibae","leaf spot","leaf_spots","leaf_spots"
"Cercospora celosiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora celosiarum","leaf spot","leaf_spots","leaf_spots"
"Cercospora centrostachydis","leaf spot","leaf_spots","leaf_spots"
"Cercospora cephalanthi","leaf spot","leaf_spots","leaf_spots"
"Cercospora ceratoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cercidicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora cercosporelloides","leaf spot","leaf_spots","leaf_spots"
"Cercospora chamaecristae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cheiranthi","leaf spot","leaf_spots","leaf_spots"
"Cercospora chengtuensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora chevalieri","leaf spot","leaf_spots","leaf_spots"
"Cercospora chinensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora chionanthi-retusi","leaf spot","leaf_spots","leaf_spots"
"Cercospora chionea","leaf spot","leaf_spots","leaf_spots"
"Cercospora chloroxyli","leaf spot","leaf_spots","leaf_spots"
"Cercospora christellae","leaf spot","leaf_spots","leaf_spots"
"Cercospora chrysanthemicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora chrysobalani","leaf spot","leaf_spots","leaf_spots"
"Cercospora chusqueae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cichorii","leaf spot","leaf_spots","leaf_spots"
"Cercospora cinchonae","leaf spot","leaf_spots","leaf_spots"
"Cercospora circumscissa","leaf spot","leaf_spots","leaf_spots"
"Cercospora cirsii","leaf spot","leaf_spots","leaf_spots"
"Cercospora citrullina","leaf spot","leaf_spots","leaf_spots"
"Cercospora clavata","leaf spot","leaf_spots","leaf_spots"
"Cercospora clitoriae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cocculicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora cochlospermi","leaf spot","leaf_spots","leaf_spots"
"Cercospora codiaei","leaf spot","leaf_spots","leaf_spots"
"Cercospora coleosanthi","leaf spot","leaf_spots","leaf_spots"
"Cercospora coleroides","leaf spot","leaf_spots","leaf_spots"
"Cercospora colocasiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora commelinicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora commonsii","leaf spot","leaf_spots","leaf_spots"
"Cercospora concentrica","leaf spot","leaf_spots","leaf_spots"
"Cercospora concors","leaf spot","leaf_spots","leaf_spots"
"Cercospora condensata","leaf spot","leaf_spots","leaf_spots"
"Cercospora coniogrammes","leaf spot","leaf_spots","leaf_spots"
"Cercospora conocarpi","leaf spot","leaf_spots","leaf_spots"
"Cercospora consimilis","leaf spot","leaf_spots","leaf_spots"
"Cercospora conspicua","leaf spot","leaf_spots","leaf_spots"
"Cercospora contraria","leaf spot","leaf_spots","leaf_spots"
"Cercospora cordylines","leaf spot","leaf_spots","leaf_spots"
"Cercospora cornicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora corylopsidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora costeroana","leaf spot","leaf_spots","leaf_spots"
"Cercospora costina","leaf spot","leaf_spots","leaf_spots"
"Cercospora cotizensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora couratari","leaf spot","leaf_spots","leaf_spots"
"Cercospora couratariae","leaf spot","leaf_spots","leaf_spots"
"Cercospora couratarii","leaf spot","leaf_spots","leaf_spots"
"Cercospora crassa","leaf spot","leaf_spots","leaf_spots"
"Cercospora crinospora","leaf spot","leaf_spots","leaf_spots"
"Cercospora crotalariae","leaf spot","leaf_spots","leaf_spots"
"Cercospora crotoniphila","leaf spot","leaf_spots","leaf_spots"
"Cercospora crotonis","leaf spot","leaf_spots","leaf_spots"
"Cercospora crotonophila","leaf spot","leaf_spots","leaf_spots"
"Cercospora cruciferarum","leaf spot","leaf_spots","leaf_spots"
"Cercospora cruenta","leaf spot","leaf_spots","leaf_spots"
"Cercospora cryptotaeniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cucurbiticola","leaf spot","leaf_spots","leaf_spots"
"Cercospora cupaniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cupheae","leaf spot","leaf_spots","leaf_spots"
"Cercospora curta","leaf spot","leaf_spots","leaf_spots"
"Cercospora cybistacis","leaf spot","leaf_spots","leaf_spots"
"Cercospora cyclosori","leaf spot","leaf_spots","leaf_spots"
"Cercospora cydoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora cylindrata","leaf spot","leaf_spots","leaf_spots"
"Cercospora cylindrospora","leaf spot","leaf_spots","leaf_spots"
"Cercospora cymbopogonis","leaf spot","leaf_spots","leaf_spots"
"Cercospora cynoglossi","leaf spot","leaf_spots","leaf_spots"
"Cercospora cyperi","leaf spot","leaf_spots","leaf_spots"
"Cercospora cypripedii","leaf spot","leaf_spots","leaf_spots"
"Cercospora dalbergiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora daturicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora daviesiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora davillae","leaf spot","leaf_spots","leaf_spots"
"Cercospora decumariae","leaf spot","leaf_spots","leaf_spots"
"Cercospora deightonii","leaf spot","leaf_spots","leaf_spots"
"Cercospora delaireae","leaf spot","leaf_spots","leaf_spots"
"Cercospora delphinii","leaf spot","leaf_spots","leaf_spots"
"Cercospora depazeoides","leaf spot","leaf_spots","leaf_spots"
"Cercospora desmodii","leaf spot","leaf_spots","leaf_spots"
"Cercospora desmodiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora destructiva","leaf spot","leaf_spots","leaf_spots"
"Cercospora dianellae","leaf spot","leaf_spots","leaf_spots"
"Cercospora diantherae","leaf spot","leaf_spots","leaf_spots"
"Cercospora dianthi","leaf spot","leaf_spots","leaf_spots"
"Cercospora diervillae","leaf spot","leaf_spots","leaf_spots"
"Cercospora diffusa","leaf spot","leaf_spots","leaf_spots"
"Cercospora diodiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora dioscoreae","leaf spot","leaf_spots","leaf_spots"
"Cercospora dioscoreophylli","leaf spot","leaf_spots","leaf_spots"
"Cercospora diospyri","leaf spot","leaf_spots","leaf_spots"
"Cercospora diospyri-erianthae","leaf spot","leaf_spots","leaf_spots"
"Cercospora diospyri-morrisianae","leaf spot","leaf_spots","leaf_spots"
"Cercospora dispori","leaf spot","leaf_spots","leaf_spots"
"Cercospora dolichi","leaf spot","leaf_spots","leaf_spots"
"Cercospora dracaenae","leaf spot","leaf_spots","leaf_spots"
"Cercospora dubia","leaf spot","leaf_spots","leaf_spots"
"Cercospora duplicans","leaf spot","leaf_spots","leaf_spots"
"Cercospora duplicata","leaf spot","leaf_spots","leaf_spots"
"Cercospora durantae","leaf spot","leaf_spots","leaf_spots"
"Cercospora echii","leaf spot","leaf_spots","leaf_spots"
"Cercospora echinochloae","leaf spot","leaf_spots","leaf_spots"
